"collectDate","uva_250","uva_280","dtpr","site"
2015-06-11 15:45:00,0.2684,0.1839,2015-06-11 15:45:00,"COMO"
2015-06-15 17:50:00,0.2616,0.1789,2015-06-15 17:45:00,"COMO"
2015-06-18 16:45:00,0.2437,0.167,2015-06-18 16:45:00,"COMO"
2015-06-25 17:26:00,0.2382,0.164,2015-06-25 17:30:00,"COMO"
2015-06-30 16:36:00,0.2111,0.1468,2015-06-30 16:30:00,"COMO"
2015-07-06 17:37:00,0.2755,0.1906,2015-07-06 17:30:00,"COMO"
2015-07-15 16:27:00,0.227,0.1564,2015-07-15 16:30:00,"COMO"
2015-07-20 16:20:00,0.1741,0.1181,2015-07-20 16:15:00,"COMO"
2015-07-23 15:51:00,0.1637,0.1088,2015-07-23 15:45:00,"COMO"
2015-08-03 16:45:00,0.1527,0.1026,2015-08-03 16:45:00,"COMO"
2016-10-18 15:25:00,0.0775,0.0546,2016-10-18 15:30:00,"COMO"
2016-11-08 20:48:00,0.1074,0.0762,2016-11-08 20:45:00,"COMO"
2016-12-13 19:30:00,0.1309,0.0923,2016-12-13 19:30:00,"COMO"
2017-01-10 18:30:00,0.1562,0.1168,2017-01-10 18:30:00,"COMO"
2017-02-21 18:10:00,0.1656,0.1195,2017-02-21 18:15:00,"COMO"
2017-03-15 18:00:00,0.2052,0.1469,2017-03-15 18:00:00,"COMO"
2017-04-12 17:32:00,0.3684,0.2693,2017-04-12 17:30:00,"COMO"
2017-05-10 20:00:00,0.313,0.2181,2017-05-10 20:00:00,"COMO"
2017-05-17 17:35:00,0.2917,0.2038,2017-05-17 17:30:00,"COMO"
2017-05-25 16:10:00,0.2824,0.1972,2017-05-25 16:15:00,"COMO"
2017-06-05 17:00:00,0.332,0.2276,2017-06-05 17:00:00,"COMO"
2017-06-08 16:45:00,0.3171,0.2173,2017-06-08 16:45:00,"COMO"
2017-06-12 15:20:00,0.2681,0.1863,2017-06-12 15:15:00,"COMO"
2017-06-14 17:20:00,0.2389,0.1656,2017-06-14 17:15:00,"COMO"
2017-06-20 15:30:00,0.2317,0.1601,2017-06-20 15:30:00,"COMO"
2017-06-27 15:08:00,0.2207,0.1511,2017-06-27 15:15:00,"COMO"
2017-06-29 15:01:00,0.206,0.1452,2017-06-29 15:00:00,"COMO"
2017-07-06 15:43:00,0.172,0.1227,2017-07-06 15:45:00,"COMO"
2017-07-10 15:38:00,0.1634,0.1136,2017-07-10 15:45:00,"COMO"
2017-07-17 15:39:00,0.1554,0.1122,2017-07-17 15:45:00,"COMO"
2017-07-25 15:20:00,0.1372,0.0983,2017-07-25 15:15:00,"COMO"
2017-08-02 15:22:00,0.1246,0.0831,2017-08-02 15:15:00,"COMO"
2017-08-08 14:57:00,0.2392,0.1656,2017-08-08 15:00:00,"COMO"
2017-08-22 15:55:00,0.0811,0.058,2017-08-22 16:00:00,"COMO"
2017-09-11 15:35:00,0.0728,0.049,2017-09-11 15:30:00,"COMO"
2017-09-25 16:33:00,0.1508,0.1056,2017-09-25 16:30:00,"COMO"
2017-10-12 15:15:00,0.246,0.1768,2017-10-12 15:15:00,"COMO"
2017-11-15 19:00:00,0.1435,0.103,2017-11-15 19:00:00,"COMO"
2017-12-11 17:20:00,0.1023,0.0726,2017-12-11 17:15:00,"COMO"
2018-01-16 19:09:00,0.1345,0.0935,2018-01-16 19:15:00,"COMO"
2018-02-20 18:20:00,0.1346,0.095,2018-02-20 18:15:00,"COMO"
2018-03-20 16:47:00,0.1367,0.0942,2018-03-20 16:45:00,"COMO"
2018-04-24 17:03:00,0.5112,0.3616,2018-04-24 17:00:00,"COMO"
2018-05-14 16:55:00,0.4289,0.2961,2018-05-14 17:00:00,"COMO"
2018-05-22 16:37:00,0.3307,0.2283,2018-05-22 16:30:00,"COMO"
2018-05-29 19:49:00,0.2931,-0.2263,2018-05-29 19:45:00,"COMO"
2018-06-04 18:10:00,0.2683,0.1828,2018-06-04 18:15:00,"COMO"
2018-06-11 15:15:00,0.2351,0.1605,2018-06-11 15:15:00,"COMO"
2018-06-13 15:24:00,0.2205,0.1515,2018-06-13 15:30:00,"COMO"
2018-06-19 15:51:00,0.271,0.1856,2018-06-19 15:45:00,"COMO"
2018-06-21 16:05:00,0.2355,0.1618,2018-06-21 16:00:00,"COMO"
2018-06-26 15:25:00,0.1853,0.1301,2018-06-26 15:30:00,"COMO"
2018-06-28 17:11:00,0.171,0.119,2018-06-28 17:15:00,"COMO"
2018-07-02 15:19:00,0.1494,0.1025,2018-07-02 15:15:00,"COMO"
2018-07-12 14:52:00,0.1088,0.0751,2018-07-12 14:45:00,"COMO"
2018-07-17 16:46:00,0.1275,0.0893,2018-07-17 16:45:00,"COMO"
2018-07-23 16:45:00,0.1561,0.1102,2018-07-23 16:45:00,"COMO"
2018-08-06 14:57:00,0.0927,0.068,2018-08-06 15:00:00,"COMO"
2018-08-21 14:37:00,0.0716,0.0502,2018-08-21 14:30:00,"COMO"
2018-08-23 15:05:00,0.0748,0.0513,2018-08-23 15:00:00,"COMO"
2018-09-18 15:45:00,0.0711,0.0498,2018-09-18 15:45:00,"COMO"
2018-09-24 17:52:00,0.0643,0.0471,2018-09-24 17:45:00,"COMO"
2018-10-17 15:58:00,0.0983,0.0666,2018-10-17 16:00:00,"COMO"
2018-11-20 18:49:00,0.1095,0.075,2018-11-20 18:45:00,"COMO"
2018-12-17 16:10:00,0.1015,0.0712,2018-12-17 16:15:00,"COMO"
2019-01-14 17:36:00,0.1052,0.0736,2019-01-14 17:30:00,"COMO"
2019-02-19 16:43:00,0.1146,0.0828,2019-02-19 16:45:00,"COMO"
2019-03-19 17:00:00,0.1248,0.0888333333333333,2019-03-19 17:00:00,"COMO"
2019-04-23 17:05:00,0.3725,0.2674,2019-04-23 17:00:00,"COMO"
2019-05-13 18:17:00,0.0641,0.0447,2019-05-13 18:15:00,"COMO"
2019-05-21 16:30:00,0.2892,0.202,2019-05-21 16:30:00,"COMO"
2019-05-28 20:42:00,0.3203,0.2268,2019-05-28 20:45:00,"COMO"
2019-06-03 16:41:00,0.3341,0.2334,2019-06-03 16:45:00,"COMO"
2019-06-10 16:52:00,0.3665,0.2506,2019-06-10 16:45:00,"COMO"
2019-06-12 16:16:00,0.3403,0.2363,2019-06-12 16:15:00,"COMO"
2019-06-18 16:29:00,0.3813,0.2582,2019-06-18 16:30:00,"COMO"
2019-06-20 15:41:00,0.3854,0.265,2019-06-20 15:45:00,"COMO"
2019-06-25 15:49:00,0.2448,0.1681,2019-06-25 15:45:00,"COMO"
2019-06-27 16:10:00,0.1955,0.1355,2019-06-27 16:15:00,"COMO"
2019-07-08 16:17:00,0.2783,0.1914,2019-07-08 16:15:00,"COMO"
2019-07-11 14:59:00,0.2866,0.2057,2019-07-11 15:00:00,"COMO"
2019-07-16 16:50:00,0.256366666666667,0.179,2019-07-16 16:45:00,"COMO"
2019-07-22 15:34:00,0.2815,0.1931,2019-07-22 15:30:00,"COMO"
2019-08-05 16:20:00,0.2168,0.1535,2019-08-05 16:15:00,"COMO"
2019-08-20 16:23:00,0.0906,0.0624,2019-08-20 16:30:00,"COMO"
2019-08-22 15:45:00,0.1129,0.0821,2019-08-22 15:45:00,"COMO"
2019-09-17 16:15:00,0.059,0.0418,2019-09-17 16:15:00,"COMO"
2019-09-24 17:06:00,0.0422,0.0292,2019-09-24 17:00:00,"COMO"
2019-10-15 16:00:00,0.0615,0.0469,2019-10-15 16:00:00,"COMO"
2019-11-19 18:15:00,0.114933333333333,0.0844,2019-11-19 18:15:00,"COMO"
2019-12-17 17:45:00,0.1171,0.0792,2019-12-17 17:45:00,"COMO"
2020-01-14 16:30:00,NA,0.075,2020-01-14 16:30:00,"COMO"
2020-02-11 18:56:00,NA,0.1241,2020-02-11 19:00:00,"COMO"
2020-03-10 16:14:00,NA,0.160933333333333,2020-03-10 16:15:00,"COMO"
2020-06-09 15:48:00,NA,0.1867,2020-06-09 15:45:00,"COMO"
2020-06-11 17:04:00,NA,0.1681,2020-06-11 17:00:00,"COMO"
2020-06-17 18:32:00,NA,0.1673,2020-06-17 18:30:00,"COMO"
2020-06-22 16:25:00,NA,0.1552,2020-06-22 16:30:00,"COMO"
2020-06-25 15:17:00,NA,0.1707,2020-06-25 15:15:00,"COMO"
2020-06-30 17:13:00,NA,0.0753,2020-06-30 17:15:00,"COMO"
2020-07-06 17:54:00,NA,0.1384,2020-07-06 18:00:00,"COMO"
2020-07-08 16:33:00,NA,0.1379,2020-07-08 16:30:00,"COMO"
2020-07-14 16:47:00,NA,0.132866666666667,2020-07-14 16:45:00,"COMO"
2020-07-16 15:21:00,NA,0.1263,2020-07-16 15:15:00,"COMO"
2020-07-20 19:54:00,NA,0.0964,2020-07-20 20:00:00,"COMO"
2020-07-29 15:16:00,NA,0.1122,2020-07-29 15:15:00,"COMO"
2020-08-07 02:54:00,NA,0.0751,2020-08-07 03:00:00,"COMO"
2020-08-11 16:05:00,NA,0.0641,2020-08-11 16:00:00,"COMO"
2020-08-24 16:08:00,NA,0.0366,2020-08-24 16:15:00,"COMO"
2020-09-09 15:16:00,NA,0.0325,2020-09-09 15:15:00,"COMO"
2020-09-23 16:20:00,NA,0.0707,2020-09-23 16:15:00,"COMO"
2020-10-13 14:40:00,NA,0.0513,2020-10-13 14:45:00,"COMO"
2015-05-05 15:30:00,0.1332,0.0858,2015-05-05 15:30:00,"CRAM"
2015-05-05 16:30:00,0.1325,0.0846,2015-05-05 16:30:00,"CRAM"
2015-05-05 19:45:00,0.1326,0.085,2015-05-05 19:45:00,"CRAM"
2015-05-05 20:45:00,0.1308,0.0843,2015-05-05 20:45:00,"CRAM"
2015-06-02 15:00:00,0.1323,0.085,2015-06-02 15:00:00,"CRAM"
2015-06-02 16:00:00,0.1378,0.0902,2015-06-02 16:00:00,"CRAM"
2015-06-02 17:15:00,0.1421,0.0941,2015-06-02 17:15:00,"CRAM"
2015-06-02 18:15:00,0.1391,0.0908,2015-06-02 18:15:00,"CRAM"
2015-06-29 16:00:00,0.1424,0.0933,2015-06-29 16:00:00,"CRAM"
2016-10-18 14:15:00,0.1039,0.0704,2016-10-18 14:15:00,"CRAM"
2016-10-18 14:35:00,0.1066,0.0714,2016-10-18 14:30:00,"CRAM"
2016-10-18 15:20:00,0.1042,0.0709,2016-10-18 15:15:00,"CRAM"
2016-10-18 15:45:00,0.1183,0.0792,2016-10-18 15:45:00,"CRAM"
2016-11-08 15:55:00,0.1108,0.0716,2016-11-08 16:00:00,"CRAM"
2016-11-08 16:20:00,0.1102,0.0719,2016-11-08 16:15:00,"CRAM"
2016-11-08 17:15:00,0.117,0.0777,2016-11-08 17:15:00,"CRAM"
2016-11-08 17:45:00,0.1537,0.1063,2016-11-08 17:45:00,"CRAM"
2016-11-21 15:10:00,0.1114,0.0811,2016-11-21 15:15:00,"CRAM"
2016-11-21 15:35:00,0.1086,0.0723,2016-11-21 15:30:00,"CRAM"
2016-11-21 16:15:00,0.104,0.0677,2016-11-21 16:15:00,"CRAM"
2017-02-07 17:15:00,0.1493,0.1097,2017-02-07 17:15:00,"CRAM"
2017-03-08 15:30:00,0.0959,0.0639,2017-03-08 15:30:00,"CRAM"
2017-04-18 14:20:00,0.1345,0.0952,2017-04-18 14:15:00,"CRAM"
2017-04-18 14:55:00,0.1414,0.0972,2017-04-18 15:00:00,"CRAM"
2017-04-18 15:45:00,0.1159,0.0791,2017-04-18 15:45:00,"CRAM"
2017-04-18 16:30:00,0.1149,0.077,2017-04-18 16:30:00,"CRAM"
2017-05-02 14:55:00,0.1314,0.0911,2017-05-02 15:00:00,"CRAM"
2017-05-02 15:25:00,0.1231,0.0843,2017-05-02 15:30:00,"CRAM"
2017-05-02 16:13:00,0.1192,0.0802,2017-05-02 16:15:00,"CRAM"
2017-05-02 16:27:00,0.1091,0.0721,2017-05-02 16:30:00,"CRAM"
2017-06-06 14:38:00,0.1508,0.0998,2017-06-06 14:45:00,"CRAM"
2017-06-06 15:03:00,0.1567,0.1029,2017-06-06 15:00:00,"CRAM"
2017-06-06 15:34:00,0.1601,0.1091,2017-06-06 15:30:00,"CRAM"
2017-06-06 16:21:00,0.1299,0.087,2017-06-06 16:15:00,"CRAM"
2017-07-11 14:41:00,0.1396,0.0978,2017-07-11 14:45:00,"CRAM"
2017-07-11 15:11:00,0.1314,0.0886,2017-07-11 15:15:00,"CRAM"
2017-07-11 16:22:00,0.132766666666667,0.0922,2017-07-11 16:15:00,"CRAM"
2017-07-11 16:23:00,0.121833333333333,0.0854666666666667,2017-07-11 16:30:00,"CRAM"
2017-08-01 14:16:00,0.128,0.0792,2017-08-01 14:15:00,"CRAM"
2017-08-01 14:58:00,0.1239,0.0794,2017-08-01 15:00:00,"CRAM"
2017-08-01 15:43:00,0.1236,0.0775,2017-08-01 15:45:00,"CRAM"
2017-08-01 15:59:00,0.1289,0.083,2017-08-01 16:00:00,"CRAM"
2017-08-29 14:25:00,0.1044,0.0672,2017-08-29 14:30:00,"CRAM"
2017-08-29 14:42:00,0.1136,0.0751,2017-08-29 14:45:00,"CRAM"
2017-08-29 15:25:00,0.110666666666667,0.0717,2017-08-29 15:30:00,"CRAM"
2017-08-29 15:40:00,0.135533333333333,0.0918666666666667,2017-08-29 15:45:00,"CRAM"
2017-10-03 14:40:00,0.1037,0.0663,2017-10-03 14:45:00,"CRAM"
2017-10-03 15:01:00,0.1017,0.0648,2017-10-03 15:00:00,"CRAM"
2017-10-03 16:11:00,0.1037,0.0675,2017-10-03 16:15:00,"CRAM"
2017-10-03 16:55:00,0.1314,0.0877,2017-10-03 17:00:00,"CRAM"
2017-10-16 14:49:00,0.0991,0.0612,2017-10-16 14:45:00,"CRAM"
2017-10-16 15:32:00,0.1052,0.0685,2017-10-16 15:30:00,"CRAM"
2017-10-16 16:02:00,0.1027,0.0656,2017-10-16 16:00:00,"CRAM"
2017-10-16 16:16:00,0.1576,0.1056,2017-10-16 16:15:00,"CRAM"
2017-11-07 16:10:00,0.1015,0.0651,2017-11-07 16:15:00,"CRAM"
2017-11-07 16:28:00,0.104,0.0668,2017-11-07 16:30:00,"CRAM"
2017-11-07 17:08:00,0.1037,0.0682,2017-11-07 17:15:00,"CRAM"
2018-02-13 18:28:00,0.1202,0.0787,2018-02-13 18:30:00,"CRAM"
2018-03-05 15:30:00,0.1216,0.0806,2018-03-05 15:30:00,"CRAM"
2018-05-07 15:38:00,0.1039,0.0649,2018-05-07 15:45:00,"CRAM"
2018-05-07 16:29:00,0.1034,0.0658,2018-05-07 16:30:00,"CRAM"
2018-05-22 15:44:00,0.083,0.0515,2018-05-22 15:45:00,"CRAM"
2018-05-22 15:45:00,0.102,0.0636,2018-05-22 15:45:00,"CRAM"
2018-06-05 17:20:00,0.0928,0.0581,2018-06-05 17:15:00,"CRAM"
2018-06-05 17:40:00,0.0884,0.0551,2018-06-05 17:45:00,"CRAM"
2018-07-10 16:03:00,0.1217,0.0823,2018-07-10 16:00:00,"CRAM"
2018-07-10 16:28:00,0.1202,0.0833,2018-07-10 16:30:00,"CRAM"
2018-08-07 15:38:00,0.1022,0.0653,2018-08-07 15:45:00,"CRAM"
2018-08-07 15:39:00,0.1285,0.0864,2018-08-07 15:45:00,"CRAM"
2018-09-11 14:16:00,0.1243,0.0814,2018-09-11 14:15:00,"CRAM"
2018-09-11 14:58:00,0.0981,0.0615,2018-09-11 15:00:00,"CRAM"
2018-10-02 15:58:00,0.1012,0.0668,2018-10-02 16:00:00,"CRAM"
2018-10-02 15:59:00,0.1304,0.0889,2018-10-02 16:00:00,"CRAM"
2018-10-16 16:35:00,0.1,0.0615,2018-10-16 16:30:00,"CRAM"
2018-10-16 16:49:00,0.1607,0.1066,2018-10-16 16:45:00,"CRAM"
2018-11-06 16:42:00,0.0961,0.0609,2018-11-06 16:45:00,"CRAM"
2019-01-07 16:35:00,0.127,0.0843,2019-01-07 16:30:00,"CRAM"
2019-02-18 17:45:00,0.1122,0.0762,2019-02-18 17:45:00,"CRAM"
2019-05-01 15:11:00,0.1287,0.0865,2019-05-01 15:15:00,"CRAM"
2019-05-22 14:51:00,0.1338,0.0894,2019-05-22 14:45:00,"CRAM"
2019-05-22 15:15:00,0.1149,0.0772,2019-05-22 15:15:00,"CRAM"
2019-06-04 17:20:00,0.144,0.1001,2019-06-04 17:15:00,"CRAM"
2019-06-04 17:42:00,0.1292,0.086,2019-06-04 17:45:00,"CRAM"
2019-07-09 14:55:00,0.14715,0.0989,2019-07-09 15:00:00,"CRAM"
2019-07-09 15:20:00,0.15675,0.10745,2019-07-09 15:15:00,"CRAM"
2019-08-06 15:46:00,0.143,0.0865,2019-08-06 15:45:00,"CRAM"
2019-08-06 16:06:00,0.1613,0.108,2019-08-06 16:00:00,"CRAM"
2019-09-09 14:53:00,0.0872666666666667,0.0583666666666667,2019-09-09 15:00:00,"CRAM"
2019-09-09 15:43:00,0.114933333333333,0.0769,2019-09-09 15:45:00,"CRAM"
2019-10-01 14:53:00,0.1401,0.0955,2019-10-01 15:00:00,"CRAM"
2019-10-01 15:06:00,0.154,0.1032,2019-10-01 15:00:00,"CRAM"
2019-10-15 14:41:00,0.157333333333333,0.104433333333333,2019-10-15 14:45:00,"CRAM"
2019-10-15 15:10:00,0.154766666666667,0.102966666666667,2019-10-15 15:15:00,"CRAM"
2019-11-05 15:37:00,0.1423,0.0942,2019-11-05 15:30:00,"CRAM"
2020-01-06 17:24:00,NA,0.095,2020-01-06 17:30:00,"CRAM"
2020-02-03 16:47:00,NA,0.0258,2020-02-03 16:45:00,"CRAM"
2020-03-02 15:55:00,NA,0.0751,2020-03-02 16:00:00,"CRAM"
2020-07-06 13:35:00,NA,0.0896333333333333,2020-07-06 13:30:00,"CRAM"
2020-07-06 13:51:00,NA,0.1188,2020-07-06 13:45:00,"CRAM"
2020-08-04 15:41:00,NA,0.0932,2020-08-04 15:45:00,"CRAM"
2020-08-04 16:34:00,NA,0.117466666666667,2020-08-04 16:30:00,"CRAM"
2020-09-01 17:30:00,NA,0.0799,2020-09-01 17:30:00,"CRAM"
2020-09-01 17:41:00,NA,0.0806,2020-09-01 17:45:00,"CRAM"
2020-10-06 16:02:00,NA,0.0894333333333333,2020-10-06 16:00:00,"CRAM"
2020-10-06 16:20:00,NA,0.118433333333333,2020-10-06 16:15:00,"CRAM"
2020-10-20 16:38:00,NA,0.0721,2020-10-20 16:45:00,"CRAM"
2020-10-20 16:41:00,NA,0.0354,2020-10-20 16:45:00,"CRAM"
2014-12-30 12:26:00,0.0786,0.0481,2014-12-30 12:30:00,"CUPE"
2015-01-20 13:50:00,0.0991,0.0634,2015-01-20 13:45:00,"CUPE"
2015-02-03 15:24:00,0.0884,0.0559,2015-02-03 15:30:00,"CUPE"
2015-02-25 13:54:00,0.1055,0.0677,2015-02-25 14:00:00,"CUPE"
2015-03-24 13:30:00,0.0865,0.0556,2015-03-24 13:30:00,"CUPE"
2016-10-04 12:35:00,0.0345,0.0224,2016-10-04 12:30:00,"CUPE"
2016-10-17 11:25:00,0.026,0.0172,2016-10-17 11:30:00,"CUPE"
2016-10-25 12:57:00,0.0566,0.0425,2016-10-25 13:00:00,"CUPE"
2016-10-31 11:35:00,0.0459,0.0352,2016-10-31 11:30:00,"CUPE"
2016-11-07 12:58:00,0.0303,0.0202,2016-11-07 13:00:00,"CUPE"
2016-11-21 12:33:00,0.0432,0.0294,2016-11-21 12:30:00,"CUPE"
2016-12-06 11:59:00,0.0456,0.0325,2016-12-06 12:00:00,"CUPE"
2016-12-20 13:50:00,0.0231,0.0172,2016-12-20 13:45:00,"CUPE"
2017-01-17 11:50:00,0.0087,0.0012,2017-01-17 11:45:00,"CUPE"
2017-02-21 11:43:00,0.0464,0.0408,2017-02-21 11:45:00,"CUPE"
2017-03-01 11:27:00,0.0275,0.0224,2017-03-01 11:30:00,"CUPE"
2017-03-21 11:29:00,0.0595,0.049,2017-03-21 11:30:00,"CUPE"
2017-04-18 11:58:00,0.1139,0.0891,2017-04-18 12:00:00,"CUPE"
2017-04-27 11:32:00,0.0332,0.0241,2017-04-27 11:30:00,"CUPE"
2017-05-16 12:10:00,0.0379,0.0279,2017-05-16 12:15:00,"CUPE"
2017-05-23 11:27:00,0.0338,0.0253,2017-05-23 11:30:00,"CUPE"
2017-06-13 11:34:00,0.0216,0.0168,2017-06-13 11:30:00,"CUPE"
2017-06-22 11:19:00,0.00846666666666667,0.00726666666666667,2017-06-22 11:15:00,"CUPE"
2017-07-11 11:22:00,0.0224,0.0211,2017-07-11 11:15:00,"CUPE"
2017-07-20 11:23:00,0.0196,0.0107,2017-07-20 11:30:00,"CUPE"
2017-08-10 11:15:00,0.0292,0.0214,2017-08-10 11:15:00,"CUPE"
2017-08-15 11:11:00,0.0252,0.018,2017-08-15 11:15:00,"CUPE"
2017-08-28 11:35:00,0.0424333333333333,0.0303333333333333,2017-08-28 11:30:00,"CUPE"
2017-09-12 11:25:00,0.0729,0.0505,2017-09-12 11:30:00,"CUPE"
2017-11-07 11:47:00,0.0359,0.0252,2017-11-07 11:45:00,"CUPE"
2017-11-14 11:31:00,0.0228,0.0179,2017-11-14 11:30:00,"CUPE"
2017-11-29 11:22:00,0.0148,0.0088,2017-11-29 11:15:00,"CUPE"
2017-12-19 11:54:00,0.0213,0.0116,2017-12-19 12:00:00,"CUPE"
2018-01-16 12:00:00,0.0377,0.0252,2018-01-16 12:00:00,"CUPE"
2018-02-20 12:32:00,0.0415,0.0316,2018-02-20 12:30:00,"CUPE"
2018-02-28 11:30:00,0.1059,0.0782,2018-02-28 11:30:00,"CUPE"
2018-03-20 12:47:00,0.0291,0.0201,2018-03-20 12:45:00,"CUPE"
2018-04-17 11:29:00,0.0099,0.0071,2018-04-17 11:30:00,"CUPE"
2018-04-25 11:27:00,0.0728,0.052,2018-04-25 11:30:00,"CUPE"
2018-05-15 11:23:00,0.0182,0.0145,2018-05-15 11:30:00,"CUPE"
2018-05-24 11:44:00,0.043,0.035,2018-05-24 11:45:00,"CUPE"
2018-06-13 11:20:00,0.0148,0.0088,2018-06-13 11:15:00,"CUPE"
2018-06-20 11:45:00,0.0316,0.0194,2018-06-20 11:45:00,"CUPE"
2018-07-10 11:44:00,0.0263333333333333,0.0157666666666667,2018-07-10 11:45:00,"CUPE"
2018-07-19 11:26:00,0.0255,0.0221,2018-07-19 11:30:00,"CUPE"
2018-08-07 11:18:00,0.0165,0.0131,2018-08-07 11:15:00,"CUPE"
2018-08-13 11:26:00,0.0158,0.0131,2018-08-13 11:30:00,"CUPE"
2018-08-27 11:24:00,0.0386,0.0241,2018-08-27 11:30:00,"CUPE"
2018-09-12 11:25:00,0.0588,0.04,2018-09-12 11:30:00,"CUPE"
2018-09-18 11:42:00,0.0321,0.0233,2018-09-18 11:45:00,"CUPE"
2018-09-24 11:52:00,0.0252,0.017,2018-09-24 11:45:00,"CUPE"
2018-10-03 11:36:00,0.0988,0.0711,2018-10-03 11:30:00,"CUPE"
2018-10-16 11:28:00,0.0406,0.0281,2018-10-16 11:30:00,"CUPE"
2018-10-23 11:24:00,0.053,0.0238,2018-10-23 11:30:00,"CUPE"
2018-10-29 11:31:00,0.035,0.0279,2018-10-29 11:30:00,"CUPE"
2018-11-06 11:33:00,0.0767,0.0575,2018-11-06 11:30:00,"CUPE"
2018-11-13 11:23:00,0.0559,0.0406,2018-11-13 11:30:00,"CUPE"
2018-11-28 11:19:00,0.0219,0.0184,2018-11-28 11:15:00,"CUPE"
2018-12-18 11:28:00,0.0093,0.0043,2018-12-18 11:30:00,"CUPE"
2019-01-15 11:38:00,0.0209,0.0158,2019-01-15 11:45:00,"CUPE"
2019-02-12 11:25:00,0.0236,0.0189,2019-02-12 11:30:00,"CUPE"
2019-03-04 11:25:00,0.1499,0.1049,2019-03-04 11:30:00,"CUPE"
2019-03-12 11:31:00,0.016,0.0114,2019-03-12 11:30:00,"CUPE"
2019-04-09 11:48:00,0.0168,0.0109,2019-04-09 11:45:00,"CUPE"
2019-04-29 11:21:00,0.0246333333333333,0.0178333333333333,2019-04-29 11:15:00,"CUPE"
2019-05-07 11:20:00,0.0199,0.0139,2019-05-07 11:15:00,"CUPE"
2019-05-23 11:08:00,0.0265,0.0228,2019-05-23 11:15:00,"CUPE"
2019-06-04 11:43:00,0.0292,0.0221,2019-06-04 11:45:00,"CUPE"
2019-07-09 11:45:00,0.0383,0.0287,2019-07-09 11:45:00,"CUPE"
2019-07-18 11:46:00,0.0488,0.0313,2019-07-18 11:45:00,"CUPE"
2019-08-06 10:39:00,0.0342,0.0226,2019-08-06 10:45:00,"CUPE"
2019-08-12 11:29:00,0.0238,0.0167,2019-08-12 11:30:00,"CUPE"
2019-08-27 13:47:00,0.0328,0.0219,2019-08-27 13:45:00,"CUPE"
2019-09-03 11:23:00,0.0272,0.0194,2019-09-03 11:30:00,"CUPE"
2019-09-12 11:50:00,0.0389,0.0277,2019-09-12 11:45:00,"CUPE"
2019-09-23 12:41:00,0.0426333333333333,0.0327666666666667,2019-09-23 12:45:00,"CUPE"
2019-10-01 11:43:00,0.0483,0.0355,2019-10-01 11:45:00,"CUPE"
2019-10-07 11:28:00,0.0309,0.0218,2019-10-07 11:30:00,"CUPE"
2019-10-16 12:00:00,0.0758,0.0547,2019-10-16 12:00:00,"CUPE"
2019-10-28 11:40:00,0.0512,0.0381,2019-10-28 11:45:00,"CUPE"
2019-11-05 11:34:00,0.075,0.0525,2019-11-05 11:30:00,"CUPE"
2019-11-11 11:41:00,0.0267,0.0189,2019-11-11 11:45:00,"CUPE"
2019-12-03 10:51:00,0.0213,0.0131,2019-12-03 10:45:00,"CUPE"
2019-12-10 11:13:00,0.0172,0.0141,2019-12-10 11:15:00,"CUPE"
2020-02-25 12:44:00,NA,0.0236,2020-02-25 12:45:00,"CUPE"
2020-03-02 12:30:00,NA,0.0342,2020-03-02 12:30:00,"CUPE"
2020-03-10 11:53:00,NA,0.0233,2020-03-10 12:00:00,"CUPE"
2020-06-22 12:49:00,NA,0.0145,2020-06-22 12:45:00,"CUPE"
2020-06-29 13:35:00,NA,0.116466666666667,2020-06-29 13:30:00,"CUPE"
2020-07-07 12:10:00,NA,0.0179,2020-07-07 12:15:00,"CUPE"
2020-07-20 11:41:00,NA,0.0422,2020-07-20 11:45:00,"CUPE"
2020-08-04 12:15:00,NA,0.0258,2020-08-04 12:15:00,"CUPE"
2020-08-10 11:38:00,NA,0.0054,2020-08-10 11:45:00,"CUPE"
2020-08-25 12:12:00,NA,0.0245,2020-08-25 12:15:00,"CUPE"
2020-08-31 12:15:00,NA,0.0160666666666667,2020-08-31 12:15:00,"CUPE"
2020-09-08 12:46:00,NA,0.0192,2020-09-08 12:45:00,"CUPE"
2020-09-14 12:35:00,NA,0.0209,2020-09-14 12:30:00,"CUPE"
2020-09-23 12:40:00,NA,0.0146,2020-09-23 12:45:00,"CUPE"
2020-09-28 12:13:00,NA,0.0141,2020-09-28 12:15:00,"CUPE"
2020-10-05 15:39:00,NA,0.0187,2020-10-05 15:45:00,"CUPE"
2020-10-20 11:10:00,NA,0.0304,2020-10-20 11:15:00,"CUPE"
2020-10-28 12:24:00,NA,0.0141,2020-10-28 12:30:00,"CUPE"
2017-03-07 18:00:00,0.16,0.1125,2017-03-07 18:00:00,"FLNT"
2017-03-14 14:50:00,0.1581,0.1176,2017-03-14 14:45:00,"FLNT"
2017-03-29 14:03:00,0.0041,-0.0019,2017-03-29 14:00:00,"FLNT"
2017-04-11 14:35:00,0.2361,0.1634,2017-04-11 14:30:00,"FLNT"
2017-04-18 14:15:00,0.1931,0.1445,2017-04-18 14:15:00,"FLNT"
2017-04-25 14:04:00,0.1652,0.1205,2017-04-25 14:00:00,"FLNT"
2017-05-09 11:07:00,0.1505,0.1049,2017-05-09 11:00:00,"FLNT"
